# schema=v5.native_operator_error_map.v1
# source_count=556
# interpreter_fixed_count=197
# dynamic_format_count=358
# inventory_sha256=0ba0c29826e96f54f574a8db9c6319d29f79c08082cacf170ea8bf4163e7b175
source_id	origin	native_pattern_json	reason_cn_json	handling_group
MOTION_FMT_83F2A67FCB28	reportError:motion/control.c	"Probe tripped during a coordinate jog."	"探头在坐标点动期间触发。"	MOTION_PROBE
MOTION_FMT_84EC7460A210	reportError:motion/control.c	"Probe tripped during non-probe move."	"探头在非探测运动中触发。"	MOTION_PROBE
MOTION_FMT_84F4122450EE	reportError:motion/control.c	"Probe tripped during homing motion."	"在回零运动期间探头跳闸."	MOTION_PROBE
MOTION_FMT_86FF963F6394	reportError:motion/control.c	"Exceeded NEGATIVE soft limit (%.5f) on joint %d\n"	"负向软限位 (%.5f) 在关节 %d 上已超程"	MOTION_LIMIT
MOTION_FMT_870D9D1E2CD5	reportError:motion/command.c	"all joints must be homed before going into coordinated mode"	"所有关节必须在进入坐标模式之前回零"	MOTION_HOME
MOTION_FMT_871313624A0B	reportError:motion/command.c	"Can't jog joint %d further past min hard limit."	"不能点动关节 %d 超出负向硬极限。"	MOTION_LIMIT
MOTION_FMT_885BA0D619A6	reportError:motion/control.c	"fault %d during orient in progress"	"正在前进的过程中的故障%d"	SPINDLE
MOTION_FMT_8CCD102973C3	reportError:motion/command.c	"emcmotSetRotaryUnlock(): No unlock pin configured for joint %d\n   Use motmod parameter: unlock_joints_mask=%X"	"关节%d未配置旋转解锁信号"	CONFIG
MOTION_FMT_9EE82CCF3E7B	reportError:motion/command.c	"Attempt to configure non-existent spindle"	"尝试设置不存在的主轴"	SPINDLE
MOTION_FMT_9FB59679FD68	reportError:motion/command.c	"Attempt to engage brake of non-existent spindle <%d>"	"尝试吸合不存在的主轴制动器 <%d>"	SPINDLE
MOTION_FMT_9FC4EE4D5C80	reportError:motion/command.c	"Attempt to increase non-existent spindle <%d>"	"尝试增加不存在的主轴 <%d>"	SPINDLE
MOTION_FMT_A03F4030C481	reportError:motion/command.c	"joint %d: too many compensation entries"	"关节 %d: 补偿项目太多"	CONFIG
MOTION_FMT_A0AC1F80A9F7	reportError:motion/control.c	"Hint: switch to joint mode to jog off soft limit"	"提示:切换到关节模式，点动软限位"	MOTION_LIMIT
MOTION_FMT_A26DDDC6F1CD	reportError:motion/command.c	"Attempt to start non-existent spindle"	"尝试启动不存在的主轴"	SPINDLE
MOTION_FMT_A55A9D64E580	reportError:motion/command.c	"Attempt to orient non-existent spindle <%d>"	"尝试定位不存在的主轴 <%d>"	SPINDLE
MOTION_FMT_A8085B2477ED	reportError:motion/command.c	"can't add linear move at line %d, error code %d"	"不能在行%d处添加线性移动，错误代码%d"	MOTION_PLANNER
MOTION_FMT_A81154751688	reportError:motion/command.c	"%s move on line %d would exceed joint %d's positive limit"	"%s移动在行%d将超过关节%d's的正极限"	MOTION_LIMIT
MOTION_FMT_AA66C1D38A91	reportError:motion/command.c	"Can't jog joint %d further past min soft limit."	"不能点动关节 %d 超出负向软极限。"	MOTION_LIMIT
MOTION_FMT_B1C1DF723CAD	reportError:motion/control.c	"Jog aborted by jog-stop"	"点动已由停止指令中止"	MOTION_JOG
MOTION_FMT_B2F00999E329	reportError:motion/control.c	"spindle %d amplifier fault"	"主轴%d放大器故障"	DRIVE_FEEDBACK
MOTION_FMT_B5B9E3D281A6	reportError:motion/command.c	"invalid params in linear command"	"线性命令中的无效参数"	MOTION_PLANNER
MOTION_FMT_B6188D878DE4	reportError:motion/command.c	"need to be enabled, in coord mode for probe move"	"需要启用，在坐标模式下进行探头移动"	MACHINE_MODE
MOTION_FMT_B69A80DC9CE9	reportError:motion/control.c	"Probe tripped during a joint jog."	"在关节点动期间探头跳闸。"	MOTION_PROBE
MOTION_FMT_C08ABEA36427	reportError:motion/control.c	"Note: Motion enabled after reaching a coordinate soft limit with active external offsets"	"存在外部偏移时到达坐标软限位，运动已重新使能"	MOTION_LIMIT
MOTION_FMT_CBFDD440B4C2	reportError:motion/command.c	"Homing denied by motion.homing-inhibit joint=%d\n"	"回零被motion.homing-inhibit joint=%d拒绝"	MOTION_HOME
MOTION_FMT_CEC8A013CBA7	reportError:motion/control.c	"motion stopped by enable input"	"运动停止因为启用了输入"	SAFETY_ENABLE
MOTION_FMT_D66736E7A86A	reportError:motion/command.c	"Attempt to decrease non-existent spindle <%d>."	"尝试减少不存在的主轴 <%d>。"	SPINDLE
MOTION_FMT_D778C773F9D9	reportError:motion/command.c	"%s move on line %d fails kinematicsInverse"	"%s在行%d运动学逆向失败"	MOTION_KINEMATICS
MOTION_FMT_D93BE6AFCA20	reportError:motion/command.c	"need to be enabled, in coord mode for rigid tap move"	"需要启用，在坐标模式下进行刚性攻丝移动"	MACHINE_MODE
MOTION_FMT_D9B4FADC5EEE	reportError:motion/command.c	"must be in joint mode to home"	"必须以关节模式回零"	MOTION_HOME
MOTION_FMT_E3CF637D93B3	reportError:motion/control.c	"joint %d on limit switch error"	"关节%d 限位开关错误"	MOTION_LIMIT
MOTION_FMT_E7AA879C7547	reportError:motion/command.c	"Can't jog locking joint_num=%d"	"关节%d当前被锁定，无法点动"	MOTION_JOG
MOTION_FMT_EC55CEA3DECC	reportError:motion/command.c	"can't add rigid tap move at line %d, error code %d"	"不能在%d行添加刚性攻丝移动，错误代码 %d"	SPINDLE
MOTION_FMT_EC7EBB822279	reportError:motion/command.c	"Cannot jog while jog-inhibit is active."	"点动抑制触发时无法进行点动。"	MOTION_JOG
MOTION_FMT_F00A8FDCDCD3	reportError:motion/command.c	"Problem:\n  motmod configured for %d spindles\n  but command requests %d spindles\n  Using: %d spindles"	"主轴数量配置不一致：配置%d个，请求%d个，当前使用%d个"	SPINDLE
MOTION_FMT_F684C73CBA75	CANON_ERROR:rs274ngc/canonmodule.cc	"%s"	"控制系统返回未分类错误"	PASSTHROUGH
MOTION_FMT_F8F480A6D409	reportError:motion/control.c	"Joint must be unhomed, jogged into limits, rehomed"	"关节必须设为未回零，然后点动至限位，重新回零"	MOTION_HOME
MOTION_FMT_F9FF8E875622	reportError:motion/command.c	"MOTION: can't STEP while already executing"	"动作: 在执行时不能STEP"	MACHINE_MODE
MOTION_FMT_FBA43065A46F	reportError:motion/command.c	"Can't jog any joint while homing."	"在回零时不能点动任何关节。"	MOTION_JOG
NCE_ALL_AXES_MISSING_WITH_G52_OR_G92	INTERPRETER_FIXED	"All axes missing with g52 or g92"	"所有的轴都缺少g52或g92"	PROGRAM_SYNTAX
NCE_ALL_AXES_MISSING_WITH_MOTION_CODE	INTERPRETER_FIXED	"All axes missing with motion code"	"所有的轴都没有运动代码"	PROGRAM_SYNTAX
NCE_ANALOG_INPUT_INVALID_ON_M66	INTERPRETER_FIXED	"Analog input selected out of bounds"	"模拟输入选择超出范围"	PROGRAM_SYNTAX
NCE_ANALOG_INPUT_WITH_WAIT_NOT_IMMEDIATE	INTERPRETER_FIXED	"Can't select analog input with wait type != immediate return"	"无法选择等待类型的模拟输入!=立即返回"	PROGRAM_SYNTAX
NCE_ARC_RADIUS_TOO_SMALL_TO_REACH_END_POINT	INTERPRETER_FIXED	"Arc radius too small to reach end point"	"圆弧半径太小，无法到达终点"	PROGRAM_GEOMETRY
NCE_ARGUMENT_TO_ACOS_OUT_OF_RANGE	INTERPRETER_FIXED	"Argument to acos out of range"	"acos 参数超出范围"	PROGRAM_SYNTAX
NCE_ARGUMENT_TO_ASIN_OUT_OF_RANGE	INTERPRETER_FIXED	"Argument to asin out of range"	"asin 参数超出范围"	PROGRAM_SYNTAX
NCE_ATTEMPT_TO_DIVIDE_BY_ZERO	INTERPRETER_FIXED	"Attempt to divide by zero"	"试图除以零"	PROGRAM_SYNTAX
NCE_ATTEMPT_TO_RAISE_NEGATIVE_TO_NON_INTEGER_POWER	INTERPRETER_FIXED	"Attempt to raise negative to non integer power"	"试图将负数提高到非整数幂"	PROGRAM_SYNTAX
NCE_A_FILE_IS_ALREADY_OPEN	INTERPRETER_FIXED	"A file is already open"	"一个文件已经打开"	PROGRAM_FILE
NCE_BAD_FORMAT_UNSIGNED_INTEGER	INTERPRETER_FIXED	"Bad format unsigned integer"	"格式为无符号整数"	PROGRAM_SYNTAX
NCE_BAD_NUMBER_FORMAT	INTERPRETER_FIXED	"Bad number format"	"数字格式不正确"	PROGRAM_SYNTAX
NCE_BOTH_DIGITAL_AND_ANALOG_INPUT_SELECTED	INTERPRETER_FIXED	"Invalid to select both a digital and an analog input with M66"	"用M66选择数字和模拟输入无效"	PROGRAM_SYNTAX
NCE_BUG_BAD_G_CODE_MODAL_GROUP_0	INTERPRETER_FIXED	"Bug bad g code modal group 0"	"错误:错误g代码模式组0"	PROGRAM_SYNTAX
NCE_BUG_CODE_NOT_G0_OR_G1	INTERPRETER_FIXED	"Bug code not g0 or g1"	"错误:代码不是g0或g1"	PROGRAM_SYNTAX
NCE_BUG_CODE_NOT_G17_G18_OR_G19	INTERPRETER_FIXED	"Bug code not g17 g18 or g19"	"错误:代码不是 g17 g18或 g19"	PROGRAM_SYNTAX
NCE_BUG_CODE_NOT_G20_OR_G21	INTERPRETER_FIXED	"Bug code not g20 or g21"	"错误:代码不是 g20 或 g21"	PROGRAM_SYNTAX
NCE_BUG_CODE_NOT_G28_OR_G30	INTERPRETER_FIXED	"Bug code not g28 or g30"	"错误:代码不是 g28 或g30"	PROGRAM_SYNTAX
NCE_BUG_CODE_NOT_G2_OR_G3	INTERPRETER_FIXED	"Bug code not g2 or g3"	"错误:代码不是 g2 或 g3"	PROGRAM_SYNTAX
NCE_BUG_CODE_NOT_G4_G10_G28_G30_G52_G53_OR_G92_SERIES	INTERPRETER_FIXED	"Bug code not g4 g10 g28 g30 g52 g53 or g92 series"	"错误:代码不是g4 g10 g28 g30 g52 g53或g92系列"	PROGRAM_SYNTAX
NCE_BUG_CODE_NOT_G61_G61_1_OR_G64	INTERPRETER_FIXED	"Bug code not g61 g61.1 or g64"	"错误:代码不是 g61或 g64 g61.1"	PROGRAM_SYNTAX
NCE_BUG_CODE_NOT_G90_OR_G91	INTERPRETER_FIXED	"Bug code not g90 or g91"	"错误:代码不是 g0 或 g1"	PROGRAM_SYNTAX
NCE_BUG_CODE_NOT_G98_OR_G99	INTERPRETER_FIXED	"Bug code not g98 or g99"	"错误:代码不是 g0 或 g1"	PROGRAM_SYNTAX
NCE_BUG_CODE_NOT_IN_G52_G92_SERIES	INTERPRETER_FIXED	"Bug code not in g52 or g92 series"	"错误:代码不是g52或g92系列"	PROGRAM_SYNTAX
NCE_BUG_CODE_NOT_IN_RANGE_G54_TO_G593	INTERPRETER_FIXED	"Bug code not in range g54 to g593"	"错误:代码不在范围g54到g593"	PROGRAM_SYNTAX
NCE_BUG_CODE_NOT_M0_M1_M2_M30_M60_M99	INTERPRETER_FIXED	"Bug code not m0 m1 m2 m30 m60 m99"	"错误:代码不是m0 m1 m2 m30 m60 m99"	PROGRAM_FLOW
NCE_BUG_DISTANCE_MODE_NOT_G90_OR_G91	INTERPRETER_FIXED	"Bug distance mode not g90 or g91"	"错误:距离模式不G90 G91或"	PROGRAM_SYNTAX
NCE_BUG_FUNCTION_SHOULD_NOT_HAVE_BEEN_CALLED	INTERPRETER_FIXED	"Bug function should not have been called"	"错误:函数不应该被调用"	PROGRAM_SYNTAX
NCE_BUG_IN_TOOL_RADIUS_COMP	INTERPRETER_FIXED	"Bug in tool radius comp"	"刀具半径错误"	TOOL
NCE_BUG_PLANE_NOT_XY_YZ_OR_XZ	INTERPRETER_FIXED	"Bug plane not xy yz or xz"	"错误:平面不是xy yz 或 xz"	PROGRAM_GEOMETRY
NCE_BUG_SIDE_NOT_RIGHT_OR_LEFT	INTERPRETER_FIXED	"Bug side not right or left"	"错误:侧面或左面不对"	PROGRAM_SYNTAX
NCE_BUG_UNKNOWN_MOTION_CODE	INTERPRETER_FIXED	"Bug unknown motion code"	"错误未知运动代码"	PROGRAM_SYNTAX
NCE_BUG_UNKNOWN_OPERATION	INTERPRETER_FIXED	"Bug unknown operation"	"错误未知操作"	PROGRAM_SYNTAX
NCE_CALL_STACK_UNDERRUN	INTERPRETER_FIXED	"Bug: call stack underrun"	"错误:调用堆栈欠载"	INTERNAL
NCE_CANNOT_CHANGE_AXIS_OFFSETS_WITH_CUTTER_RADIUS_COMP	INTERPRETER_FIXED	"Cannot change axis offsets with cutter radius comp"	"切刀半径不能改变轴偏移"	PROGRAM_GEOMETRY
NCE_CANNOT_CHANGE_PLANES_WITH_CUTTER_RADIUS_COMP_ON	INTERPRETER_FIXED	"Cannot change planes with cutter radius compensation on"	"使用刀具半径补偿不能改变平面"	PROGRAM_GEOMETRY
NCE_CANNOT_CREATE_BACKUP_FILE	INTERPRETER_FIXED	"Cannot create backup file"	"无法创建备份文件"	PROGRAM_FILE
NCE_CANNOT_DO_G1_WITH_ZERO_FEED_RATE	INTERPRETER_FIXED	"Cannot do g1 with zero feed rate"	"不能以零进给速率执行g1"	PROGRAM_SYNTAX
NCE_CANNOT_DO_ZERO_REPEATS_OF_CYCLE	INTERPRETER_FIXED	"Cannot do zero repeats of cycle"	"不能做零循环的重复"	PROGRAM_SYNTAX
NCE_CANNOT_MAKE_ARC_WITH_ZERO_FEED_RATE	INTERPRETER_FIXED	"Cannot make arc with zero feed rate"	"不能以零进给速率进行电弧"	PROGRAM_GEOMETRY
NCE_CANNOT_MOVE_ROTARY_AXES_WITH_G76	INTERPRETER_FIXED	"Cannot move rotary axes with G76"	"使用G76不能移动旋转轴"	PROGRAM_SYNTAX
NCE_CANNOT_OPEN_BACKUP_FILE	INTERPRETER_FIXED	"Cannot open backup file"	"无法打开备份文件"	PROGRAM_FILE
NCE_CANNOT_OPEN_VARIABLE_FILE	INTERPRETER_FIXED	"Cannot open variable file"	"无法创建备份文件"	PROGRAM_FILE
NCE_CANNOT_PROBE_WITH_CUTTER_RADIUS_COMP_ON	INTERPRETER_FIXED	"Cannot probe with cutter radius comp on"	"無法啟用超速 當刀具半徑補償在使用"	MOTION_PROBE
NCE_CANNOT_PROBE_WITH_ZERO_FEED_RATE	INTERPRETER_FIXED	"Cannot probe with zero feed rate"	"无法以零进给速率进行探测"	MOTION_PROBE
NCE_CANNOT_PUT_AN_A_IN_CANNED_CYCLE	INTERPRETER_FIXED	"Cannot put an a in canned cycle"	"不能在固定循环中放置A"	PROGRAM_GEOMETRY
NCE_CANNOT_PUT_A_B_IN_CANNED_CYCLE	INTERPRETER_FIXED	"Cannot put a b in canned cycle"	"不能在固定循环中放置B"	PROGRAM_GEOMETRY
NCE_CANNOT_PUT_A_C_IN_CANNED_CYCLE	INTERPRETER_FIXED	"Cannot put a c in canned cycle"	"不能在固定循环中放置C"	PROGRAM_GEOMETRY
NCE_CANNOT_REOPEN_FILE	INTERPRETER_FIXED	"cannot reopen file %s - removed or renamed? (%s)"	"无法重新打开文件%s - 删除或重命名?(%s)"	PROGRAM_FILE
NCE_CANNOT_TURN_CUTTER_RADIUS_COMP_ON_WHEN_ON	INTERPRETER_FIXED	"Cannot turn cutter radius comp on when on"	"打开时不能转动刀具半径"	PROGRAM_GEOMETRY
NCE_CANNOT_USE_AXIS_VALUES_WITHOUT_A_G_CODE_THAT_USES_THEM	INTERPRETER_FIXED	"Cannot use axis values without a g code that uses them"	"不能使用轴值，而不使用使用它们的g代码"	PROGRAM_SYNTAX
NCE_CANNOT_USE_AXIS_VALUES_WITH_G80	INTERPRETER_FIXED	"Cannot use axis values with g80"	"g80不能使用轴值"	PROGRAM_SYNTAX
NCE_CANNOT_USE_G28_OR_G30_WITH_CUTTER_RADIUS_COMP	INTERPRETER_FIXED	"Cannot use g28 or g30 with cutter radius comp"	"不能使用带有刀具半径的g28或g30"	PROGRAM_GEOMETRY
NCE_CANNOT_USE_G53_INCREMENTAL	INTERPRETER_FIXED	"Cannot use g53 incremental"	"不能使用g53增量"	PROGRAM_SYNTAX
NCE_CANNOT_USE_G53_WITH_CUTTER_RADIUS_COMP	INTERPRETER_FIXED	"Cannot use g53 with cutter radius comp"	"不能使用带铣刀半径的g53"	PROGRAM_GEOMETRY
NCE_CANNOT_USE_TWO_G_CODES_THAT_BOTH_USE_AXIS_VALUES	INTERPRETER_FIXED	"Cannot use two g codes that both use axis values"	"不能使用两个使用轴值的g代码"	PROGRAM_SYNTAX
NCE_COMMAND_TOO_LONG	INTERPRETER_FIXED	"Command too long"	"指令太长"	PROGRAM_SYNTAX
NCE_CURRENT_POINT_SAME_AS_END_POINT_OF_ARC	INTERPRETER_FIXED	"Current point same as end point of arc"	"当前点与圆弧终点相同"	PROGRAM_GEOMETRY
NCE_DIGITAL_INPUT_INVALID_ON_M66	INTERPRETER_FIXED	"Digital input selected out of bounds"	"数字输入选择超出范围"	PROGRAM_SYNTAX
NCE_DWELL_TIME_MISSING_WITH_G4	INTERPRETER_FIXED	"Dwell time missing with g4"	"停留时间缺少g4"	PROGRAM_SYNTAX
NCE_DWELL_TIME_P_WORD_MISSING_WITH_G82	INTERPRETER_FIXED	"Dwell time p word missing with g82"	"停留时间p字缺少g82"	PROGRAM_SYNTAX
NCE_DWELL_TIME_P_WORD_MISSING_WITH_G86	INTERPRETER_FIXED	"Dwell time p word missing with g86"	"停留时间p字缺少g86"	PROGRAM_SYNTAX
NCE_DWELL_TIME_P_WORD_MISSING_WITH_G88	INTERPRETER_FIXED	"Dwell time p word missing with g88"	"停留时间p字缺少g88"	PROGRAM_SYNTAX
NCE_DWELL_TIME_P_WORD_MISSING_WITH_G89	INTERPRETER_FIXED	"Dwell time p word missing with g89"	"停留时间p字缺少g89"	PROGRAM_SYNTAX
NCE_EQUAL_SIGN_MISSING_IN_PARAMETER_SETTING	INTERPRETER_FIXED	"Equal sign missing in parameter setting"	"参数设置中缺少等号"	PROGRAM_SYNTAX
NCE_FILE_ENDED_WITH_NO_PERCENT_SIGN	INTERPRETER_FIXED	"File ended with no percent sign (%%)"	"程序结束前缺少百分号（%%）"	PROGRAM_FILE
NCE_FILE_ENDED_WITH_NO_PERCENT_SIGN_OR_PROGRAM_END	INTERPRETER_FIXED	"File ended with no percent sign (%%) or program end (M2)"	"程序结束前缺少百分号（%%）或M2结束指令"	PROGRAM_FILE
NCE_FILE_NAME_TOO_LONG	INTERPRETER_FIXED	"File name too long"	"文件名太长"	PROGRAM_FILE
NCE_FILE_NOT_OPEN	INTERPRETER_FIXED	"File not open"	"文件未打开"	PROGRAM_FILE
NCE_F_WORD_MISSING_WITH_INVERSE_TIME_ARC_MOVE	INTERPRETER_FIXED	"F word missing with inverse time arc move"	"反时针圆弧移动缺少F字"	PROGRAM_GEOMETRY
NCE_F_WORD_MISSING_WITH_INVERSE_TIME_G1_MOVE	INTERPRETER_FIXED	"F word missing with inverse time g1 move"	"反时针g1移动缺少F字"	PROGRAM_SYNTAX
NCE_F_WORD_USED_WITH_G33	INTERPRETER_FIXED	"F word used with a g33/g33.1"	"F字用了g33/g33.1"	PROGRAM_SYNTAX
NCE_G_CODE_OUT_OF_RANGE	INTERPRETER_FIXED	"G-code out of range"	"G代码超出范围"	PROGRAM_SYNTAX
NCE_INVALID_OR_MISSING_P_AND_E_WORDS_FOR_WAIT_INPUT	INTERPRETER_FIXED	"Need to have either a valid P or a valid E word with M66"	"需要M66有效的P或有效的E字"	PROGRAM_SYNTAX
NCE_I_J_OR_K_WORDS_MISSING_WITH_G76	INTERPRETER_FIXED	"I J or K words missing with G76"	"I J或K字缺失的 G76"	PROGRAM_SYNTAX
NCE_I_WORD_GIVEN_FOR_ARC_IN_YZ_PLANE	INTERPRETER_FIXED	"I word given for arc in yz plane"	"圆弧在xz平面给予I字"	PROGRAM_GEOMETRY
NCE_I_WORD_MISSING_WITH_G87	INTERPRETER_FIXED	"I word missing with g87"	"I字字缺少g87"	PROGRAM_SYNTAX
NCE_J_WORD_GIVEN_FOR_ARC_IN_XZ_PLANE	INTERPRETER_FIXED	"J word given for arc in xz plane"	"圆弧在xz平面给予J字"	PROGRAM_GEOMETRY
NCE_J_WORD_MISSING_WITH_G87	INTERPRETER_FIXED	"J word missing with g87"	"J字缺少g87"	PROGRAM_SYNTAX
NCE_K_WORD_GIVEN_FOR_ARC_IN_XY_PLANE	INTERPRETER_FIXED	"K word given for arc in xy plane"	"圆弧在xz平面给予K字"	PROGRAM_GEOMETRY
NCE_K_WORD_MISSING_WITH_G33	INTERPRETER_FIXED	"K word missing with g33/g33.1"	"K字缺少用 g33/g33.1"	PROGRAM_SYNTAX
NCE_K_WORD_MISSING_WITH_G87	INTERPRETER_FIXED	"K word missing with g87"	"K字缺少g87"	PROGRAM_SYNTAX
NCE_LEFT_BRACKET_MISSING_AFTER_SLASH_WITH_ATAN	INTERPRETER_FIXED	"Left bracket missing after slash with atan"	"左括号后丢失斜杠"	PROGRAM_SYNTAX
NCE_LEFT_BRACKET_MISSING_AFTER_UNARY_OPERATION_NAME	INTERPRETER_FIXED	"Left bracket missing after unary operation name"	"一次操作后左括号丢失"	PROGRAM_SYNTAX
NCE_MIXED_RADIUS_IJK_FORMAT_FOR_ARC	INTERPRETER_FIXED	"Mixed radius ijk format for arc"	"混合半径ijk格式为圆弧"	PROGRAM_GEOMETRY
NCE_MULTIPLE_A_WORDS_ON_ONE_LINE	INTERPRETER_FIXED	"Multiple a words on one line"	"多个 a字在一行"	PROGRAM_SYNTAX
NCE_MULTIPLE_B_WORDS_ON_ONE_LINE	INTERPRETER_FIXED	"Multiple b words on one line"	"多个 b字在一行"	PROGRAM_SYNTAX
NCE_MULTIPLE_C_WORDS_ON_ONE_LINE	INTERPRETER_FIXED	"Multiple c words on one line"	"多个 c字在一行"	PROGRAM_SYNTAX
NCE_MULTIPLE_D_WORDS_ON_ONE_LINE	INTERPRETER_FIXED	"Multiple d words on one line"	"多个 d字在一行"	PROGRAM_SYNTAX
NCE_MULTIPLE_E_WORDS_ON_ONE_LINE	INTERPRETER_FIXED	"Multiple e words on one line"	"多个 e字在一行"	PROGRAM_SYNTAX
NCE_MULTIPLE_F_WORDS_ON_ONE_LINE	INTERPRETER_FIXED	"Multiple f words on one line"	"多个 f字在一行"	PROGRAM_SYNTAX
NCE_MULTIPLE_H_WORDS_ON_ONE_LINE	INTERPRETER_FIXED	"Multiple h words on one line"	"多个 h字在一行"	PROGRAM_SYNTAX
NCE_MULTIPLE_I_WORDS_ON_ONE_LINE	INTERPRETER_FIXED	"Multiple i words on one line"	"多个 i字在一行"	PROGRAM_SYNTAX
NCE_MULTIPLE_J_WORDS_ON_ONE_LINE	INTERPRETER_FIXED	"Multiple j words on one line"	"多个 j字在一行"	PROGRAM_SYNTAX
NCE_MULTIPLE_K_WORDS_ON_ONE_LINE	INTERPRETER_FIXED	"Multiple k words on one line"	"多个 k 字在一行"	PROGRAM_SYNTAX
NCE_MULTIPLE_L_WORDS_ON_ONE_LINE	INTERPRETER_FIXED	"Multiple l words on one line"	"多个 l字在一行"	PROGRAM_SYNTAX
NCE_MULTIPLE_P_WORDS_ON_ONE_LINE	INTERPRETER_FIXED	"Multiple p words on one line"	"多个 p字在一行"	PROGRAM_SYNTAX
NCE_MULTIPLE_Q_WORDS_ON_ONE_LINE	INTERPRETER_FIXED	"Multiple q words on one line"	"多个 q字在一行"	PROGRAM_SYNTAX
NCE_MULTIPLE_R_WORDS_ON_ONE_LINE	INTERPRETER_FIXED	"Multiple r words on one line"	"多個 r字在一行"	PROGRAM_SYNTAX
NCE_MULTIPLE_S_WORDS_ON_ONE_LINE	INTERPRETER_FIXED	"Multiple s words on one line"	"多个 s字在一行"	PROGRAM_SYNTAX
NCE_MULTIPLE_T_WORDS_ON_ONE_LINE	INTERPRETER_FIXED	"Multiple t words on one line"	"多个 t字在一行"	PROGRAM_SYNTAX
NCE_MULTIPLE_X_WORDS_ON_ONE_LINE	INTERPRETER_FIXED	"Multiple x words on one line"	"多个 x字在一行"	PROGRAM_SYNTAX
NCE_MULTIPLE_Y_WORDS_ON_ONE_LINE	INTERPRETER_FIXED	"Multiple y words on one line"	"多个 y字在一行"	PROGRAM_SYNTAX
NCE_MULTIPLE_Z_WORDS_ON_ONE_LINE	INTERPRETER_FIXED	"Multiple z words on one line"	"多个 z字在一行"	PROGRAM_SYNTAX
NCE_MUST_USE_G0_OR_G1_WITH_G53	INTERPRETER_FIXED	"Must use g0 or g1 with g53"	"必须使用g0或g1与g53"	PROGRAM_SYNTAX
NCE_M_CODE_GREATER_THAN_199	INTERPRETER_FIXED	"M-code greater than 199: M%d"	"M代码大于 199:M%d"	PROGRAM_SYNTAX
NCE_NAMED_PARAMETER_NOT_TERMINATED	INTERPRETER_FIXED	"Named parameter not terminated"	"命名参数未终止"	PROGRAM_SYNTAX
NCE_NEGATIVE_ARGUMENT_TO_SQRT	INTERPRETER_FIXED	"Negative argument to sqrt"	"负参数 sqrt"	PROGRAM_SYNTAX
NCE_NEGATIVE_D_WORD_TOOL_RADIUS_INDEX_USED	INTERPRETER_FIXED	"Negative d word tool radius index used"	"使用负d字刀具半径指标"	TOOL
NCE_NEGATIVE_F_WORD_USED	INTERPRETER_FIXED	"Negative f word used"	"使用负f字"	PROGRAM_SYNTAX
NCE_NEGATIVE_G_CODE_USED	INTERPRETER_FIXED	"Negative g code used"	"使用负g代码"	PROGRAM_SYNTAX
NCE_NEGATIVE_H_WORD_USED	INTERPRETER_FIXED	"Negative h word used"	"使用负h字"	PROGRAM_SYNTAX
NCE_NEGATIVE_L_WORD_USED	INTERPRETER_FIXED	"Negative l word used"	"使用负l字"	PROGRAM_SYNTAX
NCE_NEGATIVE_M_CODE_USED	INTERPRETER_FIXED	"Negative m code used"	"使用负m代码"	PROGRAM_SYNTAX
NCE_NEGATIVE_OR_ZERO_Q_VALUE_USED	INTERPRETER_FIXED	"Negative or zero q value used"	"使用负数或零q值"	PROGRAM_SYNTAX
NCE_NEGATIVE_P_WORD_USED	INTERPRETER_FIXED	"Negative p word used"	"使用负p字"	PROGRAM_SYNTAX
NCE_NEGATIVE_SPINDLE_SPEED_USED	INTERPRETER_FIXED	"Negative spindle speed used"	"使用负主轴转速"	SPINDLE
NCE_NEGATIVE_TOOL_ID_USED	INTERPRETER_FIXED	"Negative tool id (tool not found)"	"刀具id为负数（找不到刀具）"	TOOL
NCE_NESTED_COMMENT_FOUND	INTERPRETER_FIXED	"Nested comment found"	"发现嵌套评论"	PROGRAM_SYNTAX
NCE_NESTED_SUBROUTINE_DEFN	INTERPRETER_FIXED	"Nested subroutine definition"	"嵌套子程序定义"	PROGRAM_FLOW
NCE_NON_INTEGER_VALUE_FOR_INTEGER	INTERPRETER_FIXED	"Non integer value for integer"	"整数的非整数值"	PROGRAM_SYNTAX
NCE_NOT_IN_SUBROUTINE_DEFN	INTERPRETER_FIXED	"Not in subroutine definition"	"未在子程序定义中"	PROGRAM_FLOW
NCE_NO_CHARACTERS_FOUND_IN_READING_REAL_VALUE	INTERPRETER_FIXED	"No characters found in reading real value"	"在读取实际值时找不到字符"	PROGRAM_SYNTAX
NCE_NULL_MISSING_AFTER_NEWLINE	INTERPRETER_FIXED	"Null missing after newline"	"换行后空缺"	PROGRAM_SYNTAX
NCE_OUT_OF_MEMORY	INTERPRETER_FIXED	"Out of memory"	"內存不足"	PROGRAM_SYNTAX
NCE_PARAMETER_FILE_OUT_OF_ORDER	INTERPRETER_FIXED	"Parameter file out of order"	"参数文件乱序"	CONFIG
NCE_PARAMETER_NUMBER_OUT_OF_RANGE	INTERPRETER_FIXED	"Parameter number out of range"	"参数号超出范围"	PROGRAM_SYNTAX
NCE_PARAMETER_NUMBER_READONLY	INTERPRETER_FIXED	"Parameter is readonly"	"参数是只读的"	PROGRAM_SYNTAX
